Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude,Postcode_py,address_py,Manual Score,Levenshtein Distance,Jaro Wrinkler Distance,Jaccard Distance,Cosine Distance,Monge Elkan Distance,BWTRLENCD Distance,Monge Elkan Distance*10,Auto Score
714,Allione,"H-25, Karampura, New Delhi
 -110015.",,,,India,,,,,,28.6659164,77.1434016,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Allione, H-25, Karampura, New Delhi
 -110015., , ",28.6654052,77.1415009,110026,"Karampura West, Patel Nagar Tehsil, West Delhi District, Delhi, 110026, India",,0.272727273,0.567408782,0.431818182,0.618643129,0.008121616,0.136986301,0.08121616,0.51045898
716,"ManavHospital
 &Laser Eye Centre
 ","BZ10, Block B, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh",201001,,,India,,,,,,28.6668167,77.44543,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6668167,77.44543,"ManavHospital
 &Laser Eye Centre
 , BZ10, Block B, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh, , 201001",28.6675254,77.4440482,201002,"Ghaziabad, Ghaziabad District, Uttar Pradesh, 201002, India",,0.240740741,0.553303579,0.403361345,0.601316822,0.003472222,0.145631068,0.034722222,0.49197148
717,"BalajiMulti
 SpecialityDental
 Centre","ShopNo.47,B-2Market,
 Paschim Vihar, New Delhi. Tel.
 No.011-25273744,
 9311211404.",,,,India,,,,,,28.6691255,77.0928656,APPROXIMATE,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"BalajiMulti
 SpecialityDental
 Centre, ShopNo.47,B-2Market,
 Paschim Vihar, New Delhi. Tel.
 No.011-25273744,
 9311211404., , ",28.6939124,77.1274904,110034,"Pitampura, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110034, India",,0.253968254,0.632787532,0.496402878,0.678823537,0.003054926,0.056910569,0.030549257,0.519070355
718,Ganesh Hospital,"14/6, GT Road, Sector 13, Bulandshahr Road Industrial Area, Ghaziabad, Uttar Pradesh",201009,,,India,,,,,,28.64211059,77.45262783,APPROXIMATE,"Non-NABH /
 NABL
 Accredited w.e.f.
 01.08.2015","GeneralMedicine,General
 Surgery,Endoscopic/
 Laparoscopicprocedures,
 Gynae&Obst.,Eye,ENT,
 Pediatrics, Orthopedic surgery
 includingjointreplacement,
 Urology,Neurology,Neuro
 Surgery, Nephrology including
 Dialysis,GISurgery,Cancer
 treatment(Surgery,
 Chemotherapy)Dentaland
 Diagnostics.",,CGHS_hospitals,1,,28.64211059,77.45262782,"Ganesh Hospital, 14/6, GT Road, Sector 13, Bulandshahr Road Industrial Area, Ghaziabad, Uttar Pradesh, , 201009",28.6623243,77.4392067,201002,"Ghaziabad, Ghaziabad District, Uttar Pradesh, 201002, India",,0.288288288,0.567150201,0.452991453,0.654920183,0.00361172,0.158415842,0.036117198,0.52088246
719,"Dr. Gopal Goel's
 DentalClinic&
 Implant Centre
 ","28, 1st Floor, Krishna Market,
 Jhilmil Colony, Opp. A-Block,
 Vivek Vihar-II, Delhi-110095.",,,,India,,,,,,28.6694379,77.306537,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dr. Gopal Goel's
 DentalClinic&
 Implant Centre
 , 28, 1st Floor, Krishna Market,
 Jhilmil Colony, Opp. A-Block,
 Vivek Vihar-II, Delhi-110095., , ",28.6743181,77.3221671,110095,"Aradhak Marg, Jeevan Sarita, Vivek Vihar, Vivek Vihar Tehsil, Shahdara District, Delhi, 110095, India",,0.25170068,0.60737121,0.458823529,0.640140417,0.002522097,0.086330935,0.025220973,0.509513826
720,"Tirath Ram
 Shah
 Charitable
 Hospital","2A Isher Das Sawhney Marg Near Tis Hazari Metro Station R.B.L, New Delhi, Delhi",110054,,,India,,,,,,28.670817,77.2162999,GEOMETRIC_CENTER,"NABH/
 NABL
 Accredited","Cardiology&CardiothoracicSurgery,
 Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,Orthopedic
 SurgeryincludingJointReplacement,
 GeneralMedicine,Pulmonology,
 GeneralSurgery,Neurology&
 Neurosurgery,Urology&Nephrology
 (IncludingDialysis),Dental
 GastroenterologyandGISurgery,
 Paediatrics,Eye&ENTand
 Diagnostics.",,CGHS_hospitals,1,,28.670817,77.2162999,"Tirath Ram
 Shah
 Charitable
 Hospital, 2A Isher Das Sawhney Marg Near Tis Hazari Metro Station R.B.L, New Delhi, Delhi, , 110054",28.6705753,77.216236,110054,"Tirath Ram Shah Hospital, Battery Lane, Civil Lines, Civil Lines Tehsil, Central Delhi District, Delhi, 110054, India",,0.356589147,0.828508959,0.607843137,0.75699875,0.003395229,0.103448276,0.033952287,0.637014402
721,"Dr. Suresh Garg
 Eye & Laser Center
 
 ","A 4 Block, Nav Bharat Appartements, Paschim Vihar, Delhi,",110063,,,India,,,,,,28.6711158,77.1108506,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6711158,77.1108506,"Dr. Suresh Garg
 Eye & Laser Center
 
 , A 4 Block, Nav Bharat Appartements, Paschim Vihar, Delhi,, , 110063",28.6710878,77.111039,110063,"Dr Suresh Garg - Eye & Laser Hospital, Road No. 30, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110063, India",,0.434108527,0.791053319,0.645833333,0.78790928,0.004243827,0.102564103,0.042438272,0.654082616
723,"RogNidan
 Kendra,","E-191,IndiraPark,Shastri
 Nagar, Delhi -110052",,,,India,,,,,,28.6722104,77.1769152,GEOMETRIC_CENTER,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,0,,,,"RogNidan
 Kendra,, E-191,IndiraPark,Shastri
 Nagar, Delhi -110052, , ",28.6722272,77.1768333,110052,"Shastri Nagar, Civil Lines Tehsil, Central Delhi District, Delhi, 110052, India",,0.265822785,0.602759849,0.465346535,0.636589934,0.006091157,0.138888889,0.060911573,0.524896754
724,"Action Cancer
 Hospital","A 4 Block, A 6 Block, Paschim Vihar, New Delhi, Delhi",110063,New Delhi,,India,,,,,,28.6733714,77.1106393,ROOFTOP,"NABH
 Accredited
 
 NABL
 Accredited
 w.e.f
 15.10.2020","Cancer treatment (Chemotherapy Cancer
 Surgery & Radiotherapy)."," 011-49222222, 42888888",CGHS_hospitals,1,,28.6733714,77.1106393,"Action Cancer
 Hospital, A 4 Block, A 6 Block, Paschim Vihar, New Delhi, Delhi, New Delhi, 110063",28.6735957,77.1110733,110063,"Shree Balaji Action Medical Hospital, Baba Ramdev Road, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110063, India",,0.428571429,0.673966309,0.56462585,0.730745929,0.004676374,0.123966942,0.046763737,0.606493644
725,Sri Balaji Action Medical Institute,"A 4 Block, A 6 Block, Paschim Vihar, New Delhi, Delhi",110063,,,India,,,,,,28.6737837,77.1102673,GEOMETRIC_CENTER,NABL/NABH,"Cardiology&CardiothoracicSurgery,
 Endoscopic/Laparoscopicprocedures,
 Gynecology & Obstetrics, Pulmonology,
 OrthopedicSurgeryincludingJoint
 Replacement, General Medicine, General
 Surgery,Neurology&Neurosurgery,
 Urology&Nephrology(Including
 Dialysis),GastroenterologyandGI
 Surgery,Paediatrics,Eye&ENT,
 Dental,Cancertreatment(Surgery,
 Chemotherapy&Radiotherapy)and
 Diagnostics.",011 4288 8888,CGHS_hospitals,1,,28.6737837,77.1102673,"Sri Balaji Action Medical Institute, A 4 Block, A 6 Block, Paschim Vihar, New Delhi, Delhi, , 110063",28.6737837,77.1102673,110063,"Shree Balaji Action Medical Hospital, Baba Ramdev Road, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110063, India",,0.481203008,0.732920419,0.64084507,0.789070072,0.00475,0.148760331,0.0475,0.657736419
726,"MGS Super
 Specialty
 Hospital","Block C, West Punjabi Bagh, Punjabi Bagh, New Delhi, Delhi",110026,,,India,,,,,,28.6739206,77.1346648,GEOMETRIC_CENTER,"NABH
 Accredited
 w.e.f.
 01.01.2016
 
 /NABL
 Accredited
 (validitytill
 21.08.2021)","Cardiology&CardiothoracicSurgery,
 Endoscopic/Laparoscopicprocedures,
 Gynecology&Obstetrics,Orthopedic
 SurgeryincludingJointReplacement,
 General Medicine,Pulmonology, General
 Surgery,Neurology&Neurosurgery,
 Urology&Nephrology(Including
 Dialysis),GastroenterologyandGI
 Surgery, Paediatrics, Eye & ENT, and
 Diagnostics",,CGHS_hospitals,1,,28.6739206,77.1346648,"MGS Super
 Specialty
 Hospital, Block C, West Punjabi Bagh, Punjabi Bagh, New Delhi, Delhi, , 110026",28.6738705,77.1340896,110056,"Maharaja Agrasen Hospital, Rohtak Road, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110056, India",,0.382352941,0.677320261,0.590551181,0.742610657,0.00445,0.273684211,0.0445,0.628336339
727,"Dental Square
 ","A-3/314, FF, Paschim Vihar,
 New Delhi-110063.",,,,India,,,,,,28.674645,77.1034555,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dental Square
 , A-3/314, FF, Paschim Vihar,
 New Delhi-110063., , ",28.6704329,77.1027075,110063,"Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110063, India",,0.285714286,0.641042622,0.515789474,0.682202515,0.005903319,0.136986301,0.059033192,0.55072174
728,"Smile Experts,
 \","J-1/1407-A,Mansarovar
 Park,Opp.PrimaryMCD
 School,Shahdara,Delhi-
 110032.",,,,India,,,,,,28.67477,77.29815,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Smile Experts,
 \, J-1/1407-A,Mansarovar
 Park,Opp.PrimaryMCD
 School,Shahdara,Delhi-
 110032., , ",28.6807071,77.2985967,110032,"Mansarovar Marg, Ram Nagar, Vivek Vihar Tehsil, Shahdara District, Delhi, 110032, India",,0.234693878,0.626991818,0.504065041,0.671458267,0.0038005,0.051546392,0.038004998,0.512483202
729,"NationalMRI,
 CTScan&
 Diagnostic
 Centre ","7, Arihant Nagar, Opp. Metro
 Pilar No.149-50, West Punjabi
 Bagh, Main Rohtak Road, New
 Delhi-110026.Tel.No.011-
 2522008179",,,,India,,,,,,28.6752236,77.1264787,ROOFTOP,"NABH/NABL
 Accredited","X-ray, USG, Colour Doppler,
 MRI, CT Scan, ECHO,TMT
 OPG,DexaandLaboratory
 Investigations.",,CGHS_hospitals,0,,,,"NationalMRI,
 CTScan&
 Diagnostic
 Centre , 7, Arihant Nagar, Opp. Metro
 Pilar No.149-50, West Punjabi
 Bagh, Main Rohtak Road, New
 Delhi-110026.Tel.No.011-
 2522008179, , ",28.6750561,77.1291157,110026,"North Ave Road, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110026, India",,0.224137931,0.625328537,0.407821229,0.626615213,0.002295548,0.054878049,0.022955476,0.492069894
730,"NKS Hospital
 
 ","219, 220, Sanjay Nagar, Gulabi Bagh, Delhi,",110007,,,India,,,,,,28.6752667,77.1907343,ROOFTOP,Non-NABH,"GeneralMedicine,GeneralSurgery,
 GynecologyandObst,Orthopedic
 Surgery(includingJointReplacement),
 Eye,ENT,Endoscopic/Laparoscopic
 Surgery,Gastroenterology,Neurology,
 Urology, nephrology including Dialysis,
 Dental and Diagnostics.",,CGHS_hospitals,1,,28.6752667,77.1907343,"NKS Hospital
 
 , 219, 220, Sanjay Nagar, Gulabi Bagh, Delhi,, , 110007",28.6752667,77.1907343,110052,"Nazar Kanwar Surana Hospital, Swami Narayan Marg, Sarai Rohilla, Civil Lines Tehsil, Central Delhi District, Delhi, 110052, India",,0.310077519,0.588213613,0.388888889,0.585145672,0.00624876,0.051724138,0.062487602,0.502337542
731,"DentalMaestro
 ","Shivam Medical Centre, Main
 NagafgarhRoad,Nangloi,
 Delhi-110041.",,,,India,,,,,,28.6756454,77.0618032,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"DentalMaestro
 , Shivam Medical Centre, Main
 NagafgarhRoad,Nangloi,
 Delhi-110041., , ",28.6756454,77.0618032,110041,"Kammruddin Nagar, Nangloi, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110041, India",,0.191011236,0.687359633,0.614678899,0.761412799,0.00488836,0.104651163,0.048883604,0.549177429
732,"Houseof
 Dentistry,
 ","B-16/8-A,GamriExtension,
 Delhi â€“ 110053.",,,,India,,,,,,28.6756862,77.2596337,APPROXIMATE,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,1,Surgical inclusion questionable?,28.6756862,77.2596337,"Houseof
 Dentistry,
 , B-16/8-A,GamriExtension,
 Delhi â€“ 110053., , ",28.6957194,77.2609917,110053,"Gamri Village, Bhajanpura, Seelam Pur Tehsil, North East Delhi District, Delhi, 110053, India",,0.23655914,0.57422555,0.429824561,0.607303223,0.005408163,0.093023256,0.054081633,0.492395575
733,"Dr.LalPathlabs
 Pvt.","C-30,RDC,NearKrishnaSagar,
 Rajnagar, Ghaziabad-201002.",,,,India,,,,,,28.6757026,77.4432057,GEOMETRIC_CENTER,"NABL
 Accredited",Laboratory Investigations,,CGHS_hospitals,1,Surgical inclusion questionable?,28.6757,77.4432057,"Dr.LalPathlabs
 Pvt., C-30,RDC,NearKrishnaSagar,
 Rajnagar, Ghaziabad-201002., , ",28.6741058,77.4433373,201002,"Ghaziabad, Ghaziabad District, Uttar Pradesh, 201002, India",,0.234567901,0.598187159,0.489361702,0.665409989,0.004496266,0.155844156,0.044962658,0.521652489
734,"EastDelhi
 Medical Centre
 
 ","1/550, G.T. Road,
 Mansarovar Park,
 Shahdara, Delhi-110032.",,,,India,,,,,,28.6761117,77.2966072,ROOFTOP,"NABH
 Accredited
 w.e.f.
 01.01.2019","GeneralMedicine,Gynae&Obs.,
 Orthopedicsandjointreplacements,
 GeneralSurgery,Medical&Surgical
 Oncology, Neurology & Neuro Surgery,
 Nephrology,Gastroenterology, Eyeand
 Diagnostics",,CGHS_hospitals,0,,,,"EastDelhi
 Medical Centre
 
 , 1/550, G.T. Road,
 Mansarovar Park,
 Shahdara, Delhi-110032., , ",28.6761117,77.2966072,110032,"G.T Road, Jwala Nagar Extn, Vivek Vihar Tehsil, Shahdara District, Delhi, 110032, India",,0.242105263,0.690003745,0.654545455,0.791974261,0.004542936,0.141304348,0.045429363,0.578383831
735,"NewVisionEye
 Centre
 ","A-5/233, A 5B Block, Paschim Vihar, Delhi,",110063,,,India,,,,,,28.6763861,77.1041141,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6763861,77.1041141,"NewVisionEye
 Centre
 , A-5/233, A 5B Block, Paschim Vihar, Delhi,, , 110063",28.6768147,77.1030096,110056,"A5B, Paschim Vihar, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110056, India",,0.231707317,0.634502276,0.549019608,0.709372429,0.005193906,0.092105263,0.051939058,0.530381275
736,"Shyam Lal Eye
 Hospital","Near, Hansraj College, Malka Ganj, Chowk, Delhi",110007,,,India,,,,,,28.67674833,77.20865723,GEOMETRIC_CENTER,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.676748,77.2086,"Shyam Lal Eye
 Hospital, Near, Hansraj College, Malka Ganj, Chowk, Delhi, , 110007",28.6767261,77.2086504,110007,"Malkaganj, Civil Lines Tehsil, Central Delhi District, Delhi, 110007, India",,0.256097561,0.65087022,0.554455446,0.714085919,0.004982153,0.135135135,0.049821535,0.551547703
737,"Satyabhama
 Hospital Pvt.
 Ltd.
","RZ-10, Naresh Park, Najafgarh Road, Nangloi, Near Water Tank, New Delhi, Delhi",110041,,,India,,,,,,28.6769985,77.0633921,GEOMETRIC_CENTER,"RZ-10, Naresh Park,",Non-NABH,"GeneralMedicine,GeneralSurgery,
 GynecologyandObst,Orthopedic,
 Paediatrics, Eye, ENT and Diagnostics.",CGHS_hospitals,1,,28.67699,77.0633921,"Satyabhama
 Hospital Pvt.
 Ltd.
, RZ-10, Naresh Park, Najafgarh Road, Nangloi, Near Water Tank, New Delhi, Delhi, , 110041",28.676944,77.0633786,110041,"Satyabhama Hospital, Chaudhary Prem Sukh Marg, Nangloi, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110041, India",,0.385245902,0.833087946,0.621621622,0.76677317,0.00366165,0.145454545,0.036616501,0.6572096
738,"Konarc
 Hospital
 
 ","9A/1, Naresh Park Main Najafgarh Road, Nangloi, Delhi",110041,,,India,,,,,,28.677424,77.06389,GEOMETRIC_CENTER,Non-NABH,"GeneralMedicine,GeneralSurgery,
 Gynae. & Obst. Orthopaedic (including
 JointReplacement),Neurology,
 RespiratoryMedicine,Eye,ENTand
 Diagnostics",,CGHS_hospitals,1,,28.677424,77.06389,"Konarc
 Hospital
 
 , 9A/1, Naresh Park Main Najafgarh Road, Nangloi, Delhi, , 110041",28.6476322,77.0239321,110043,"Najafgarh Nangloi Road, Baprola, Najafgarh, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110043, India",,0.273584906,0.680349876,0.605042017,0.758525352,0.005190311,0.12371134,0.051903114,0.572308864
739,"Narinder Mohan
 Hospital & Heart
 Center","Block B, Mohan Nagar, Ghaziabad, Uttar Pradesh",201007,,,India,,,,,,28.6794046,77.3849269,GEOMETRIC_CENTER,"NABH
 Accredited
 w.e.f.02.02.2016
 / NABL
 Accredited","Cardiology&Cardiothoracic
 Surgery,Endoscopic/
 Laparoscopicprocedures,
 Gynecology&Obstetrics,
 OrthopedicSurgeryincluding
 JointReplacement,General
 Medicine,Pulmonology,
 GeneralSurgery,Neurology
 &Neurosurgery,Urology&
 Nephrology(Including
 Dialysis),Gastroenterology
 andGISurgery,Paediatrics,
 Eye&ENT,Dental,Cancer
 treatment(Surgery,
 Chemotherapy
 &Radiotherapy)and
 Diagnostics.",,CGHS_hospitals,1,,28.6794046,77.3849269,"Narinder Mohan
 Hospital & Heart
 Center, Block B, Mohan Nagar, Ghaziabad, Uttar Pradesh, , 201007",28.6794046,77.3849269,201007,"Narinder Mohan Hospital, GT Road, Sahibabad, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201007, India",,0.528846154,0.853271728,0.616,0.76271277,0.004685548,0.206521739,0.046855477,0.715029032
740,"Hope Dental Care
 ","D-40,ShyamParkExtn.,
 Sahibabad, Ghaziabad-201005.",,,,India,,,,,,28.6795072,77.363308,GEOMETRIC_CENTER,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Hope Dental Care
 , D-40,ShyamParkExtn.,
 Sahibabad, Ghaziabad-201005., , ",28.6788787,77.3663807,201005,"Sahibabad, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201005, India",,0.162162162,0.619918399,0.515789474,0.680818268,0.005204529,0.154929577,0.052045289,0.512818065
741,Amar Eye Centre,"B-38, Shahi Mohalla, Mohan Park, Navin Shahdara, Shahdara, Delhi,",110032,,,India,,,,,,28.6795395,77.2848223,ROOFTOP,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.67953,77.2848223,"Amar Eye Centre, B-38, Shahi Mohalla, Mohan Park, Navin Shahdara, Shahdara, Delhi,, , 110032",28.6795395,77.2848223,110032,"Rohtas Nagar, Vivek Vihar Tehsil, Shahdara District, Delhi, 110032, India",,0.315217391,0.643130123,0.513761468,0.683333454,0.004784972,0.153846154,0.047849716,0.562129256
742,"TheHealing
 Touch,...Dental
 Care
 ","FirstFloor,BehindMother
 Dairy, Chetak Complex, Pocket
 B & E, Market, Dilshad Garden,
 Delhi-110095",,,,India,,,,,,28.680214,77.31655,ROOFTOP,"NABH
 Accredited","All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"TheHealing
 Touch,...Dental
 Care
 , FirstFloor,BehindMother
 Dairy, Chetak Complex, Pocket
 B & E, Market, Dilshad Garden,
 Delhi-110095, , ",28.6804066,77.3169174,110095,"CHETAN COMPLEX, HANSARAJ  PUBLIC SCHOOL ROAD, Jeevan Sarita, Dilshad Garden, Vivek Vihar Tehsil, Shahdara District, Delhi, 110095, India",,0.205673759,0.624982426,0.505434783,0.671589563,0.002917358,0.022058824,0.029173583,0.497855996
743,Nayantara Eye Clinic,"3769/3 Kanhiya Nagar, Tri Nagar, Metro Pillar No. 236, ( Near Red Light &, Bus Stand), New Delhi",110035,,,India,,,,,,28.681322,77.164901,GEOMETRIC_CENTER,NON NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.681322,77.164901,"Nayantara Eye Clinic, 3769/3 Kanhiya Nagar, Tri Nagar, Metro Pillar No. 236, ( Near Red Light &, Bus Stand), New Delhi, , 110035",28.681322,77.164901,110035,"Kanhaiya Nagar, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110035, India",,0.296875,0.635330241,0.514084507,0.691764465,0.003356934,0.115044248,0.033569336,0.546489766
744,"Delhi 32 Dental
 Centre
 
 ","1/2320, Mandoli Road,Ram
 Nagar,Shahdara,Delhi-
 110032.",,,,India,,,,,,28.6818738,77.2956719,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Delhi 32 Dental
 Centre
 
 , 1/2320, Mandoli Road,Ram
 Nagar,Shahdara,Delhi-
 110032., , ",28.6818327,77.2956523,110032,"Mandoli Road, Balbir Nagar, Ram Nagar, Shahdara Tehsil, Shahdara District, Delhi, 110032, India",,0.273684211,0.641345111,0.586206897,0.739523717,0.005049867,0.218390805,0.050498674,0.575458565
745,"BestOCare
 Pedodonticand
 Multispeciality
 Dental Clinic,
 ","138,FF,MainNagafgarh
 Road, Nangloi, Delhi-110041.",,,,India,,,,,,28.6820444,77.0675607,APPROXIMATE,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"BestOCare
 Pedodonticand
 Multispeciality
 Dental Clinic,
 , 138,FF,MainNagafgarh
 Road, Nangloi, Delhi-110041., , ",28.678794,77.0652686,110041,"Nangloi, Punjabi Bagh Tehsil, West Delhi District, Delhi, 110041, India",,0.226086957,0.633380962,0.5,0.686141354,0.003591682,0.07826087,0.035916824,0.516461087
747,"JyotiDentalCare
 Center","ShopNo.13&14,3/44,Aman
 BanquetHall,Sector-5,Rajinder
 Nagar,Sahibabad,Ghaziabad-
 201005.",,,,India,,,,,,28.682363,77.358748,GEOMETRIC_CENTER,"NABH
 Accredited
 w.e.f.
 22.05.2019","All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"JyotiDentalCare
 Center, ShopNo.13&14,3/44,Aman
 BanquetHall,Sector-5,Rajinder
 Nagar,Sahibabad,Ghaziabad-
 201005., , ",28.6799351,77.3562002,201004,"Rajendra Nagar, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201004, India",,0.218487395,0.594283749,0.492307692,0.677447839,0.002965892,0.085470085,0.029658922,0.502095717
748,"Eye Trust Clinic &
 Day Care Centre","211, Sector 2, Raj Nagar, Ghaziabad, Uttar Pradesh",201002,,,India,,,,,,28.682604,77.440168,ROOFTOP,Non-NABH,"ExclusiveEyeCare
 Centre",,CGHS_hospitals,1,,28.682604,77.440168,"Eye Trust Clinic &
 Day Care Centre, 211, Sector 2, Raj Nagar, Ghaziabad, Uttar Pradesh, , 201002",28.682604,77.440168,201001,"Ghaziabad, Ghaziabad District, Uttar Pradesh, 201001, India",,0.24742268,0.599122027,0.471698113,0.660934058,0.004251249,0.170454545,0.042512488,0.525183772
750,Eye Care Centre,"182, New Simapuri Main Rd, Pocket 1, Block G, Dilshad Colony, Delhi, Uttar Pradesh",110095,,,India,,,,,,28.68415087,77.33047986,APPROXIMATE,Non-NABH,Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.68415086,77.33047986,"Eye Care Centre, 182, New Simapuri Main Rd, Pocket 1, Block G, Dilshad Colony, Delhi, Uttar Pradesh, , 110095",28.684144,77.3304955,110095,"Seemapuri Bus Depot, Gurudwara Road, Dilshad Garden, Vivek Vihar Tehsil, Shahdara District, Delhi, 110095, India",,0.205357143,0.666076889,0.567375887,0.724048614,0.004040064,0.04950495,0.04040064,0.527171688
751,"Dr. Paria Dental
 Clinic","K-367,GaliNo.08,Rishi
 Nagar,RaniBagh,Delhi-
 110034. Tel. No. 8882820644",,,,India,,,,,,28.6865891,77.1265112,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Dr. Paria Dental
 Clinic, K-367,GaliNo.08,Rishi
 Nagar,RaniBagh,Delhi-
 110034. Tel. No. 8882820644, , ",28.6865891,77.1265112,110034,"Rishi Nagar, Saraswati Vihar Tehsil, North West Delhi District, Delhi, 110034, India",,0.194174757,0.630731326,0.496,0.666551076,0.003676124,0.078431373,0.03676124,0.506060841
754,"Cure 32 Dental and
 Implant Center,
 ","B-132,Extension-2,Shalimar
 Garden, Ghaziabad-201005.",,,,India,,,,,,28.6877742,77.3443041,ROOFTOP,Non-NABH,"All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"Cure 32 Dental and
 Implant Center,
 , B-132,Extension-2,Shalimar
 Garden, Ghaziabad-201005., , ",28.6877742,77.3443041,201004,"Pasonda, Ghaziabad, Ghaziabad District, Uttar Pradesh, 201004, India",,0.208333333,0.58251634,0.464285714,0.643595903,0.003960503,0.136842105,0.039605035,0.50111725
755,"R.P.S.Memorial
 Multispeciality
 Dental Clinic,
 ","D-660 B, Main 100 Feet Road,
 Chander Lok Colony, Shahdara,
 Delhi-110093.Tel.No.
 9899221971",,,,India,,,,,,28.6893996,77.2973836,RANGE_INTERPOLATED,"NABH
 Accredited","All Available Dental Care
 Facilities",,CGHS_hospitals,0,,,,"R.P.S.Memorial
 Multispeciality
 Dental Clinic,
 , D-660 B, Main 100 Feet Road,
 Chander Lok Colony, Shahdara,
 Delhi-110093.Tel.No.
 9899221971, , ",28.6894201,77.2927274,110053,"Sri Prachin Kaal Bhairav Nath Mandir, 100 Feet Road, Balbir Nagar Extension, Babarpur, Shahdara Tehsil, Shahdara District, Delhi, 110053, India",,0.182432432,0.624020218,0.5,0.666765097,0.002625091,0.085106383,0.026250913,0.502298048
756,"BajajEyeCare
 Centre","101, Vikas Surya Plaza, Plot No -7, DDA Community Centre, Road No-44, Pitampura Delhi (Near M2K Picture Hall Pitampura, Rani Bagh, New Delhi, Delhi",110034,,,India,,,,,,28.6894291,77.1339694,GEOMETRIC_CENTER,"NABH
 A c c r e d i t e d w . e . f .
 25.06.2019",Exclusive Eye Care Centre,,CGHS_hospitals,1,,28.6894291,77.1339694,"BajajEyeCare
 Centre, 101, Vikas Surya Plaza, Plot No -7, DDA Community Centre, Road No-44, Pitampura Delhi (Near M2K Picture Hall Pitampura, Rani Bagh, New Delhi, Delhi, , 110034",28.5233202,77.2072161,110030,"Subway, Saket Road, Press Enclave, Saket, Hauz Khas Tehsil, South Delhi District, Delhi, 110030, India",,0.229050279,0.62429985,0.448453608,0.643861788,0.002309541,0.086419753,0.023095409,0.506479209
